X,Y,OBJECTID,REF_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,OWNER,OPERNAME,RMP_ID,EPA_ID,POSREL,CAPACITY,US_RANK,CRUDE,VACDIST,COKING,THERMALOP,CATCRACK,CATREFORM,CATHYDCRCK,CATHYDTRT,ALKY,POLDIM,AROMATIC,ISOMER,LUBES,OXYGENATES,HYDRGN,COKE,SULFUR,ASPHALT
-97.78658,29.26145,126,REF480134,NIXON,11372 US HWY 87 E,NIXON,TX,78160,NOT AVAILABLE,(713) 568-4725,VERY SMALL SIMPLE REFINERY,IN SERVICE,-999,WILSON,48493,USA,29.26145,-97.78658,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.blue-dolphin-energy.com,BLUE DOLPHIN ENERGY CO,LAZARUS ENERGY LLC,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,13765,124,13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-148.34731,70.25498,127,REF020135,PRUDHOE BAY,NOT AVAILABLE,PRUDHOE BAY,AK,99734,NOT AVAILABLE,(907) 659-3101,OIL FIELD TOPPING UNIT,IN SERVICE,-999,NORTH SLOPE (B),02185,USA,70.25498,-148.34731,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.bp.com,BP PLC,BP EXPLORATION ALASKA INC,1000039291,100000212003,WITHIN 166 FEET,6500,132,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-93.51259,32.5909100000001,128,REF220137,PRINCETON,10234 HWY 157,PRINCETON,LA,71067,9172,(318) 949-8704,SMALL SIMPLE REFINERY,IN SERVICE,-999,BOSSIER,22015,USA,32.59091,-93.51259,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.calumetspecialty.com,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",CALUMET LUBRICANTS CO LP,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,8300,130,8300,7000,0,0,0,0,0,0,0,0,0,0,7000,0,4,0,3,2000
-149.6059,70.3253900000001,129,REF020138,PRUDHOE BAY,NOT AVAILABLE,KUPARUK,AK,99734,NOT AVAILABLE,(907) 659-3101,OIL FIELD TOPPING UNIT,IN SERVICE,-999,NORTH SLOPE (B),02185,USA,70.32539,-149.6059,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.conocophillips.com,CONOCOPHILLIPS,CONOCOPHILLIPS ALASKA INC,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,15000,123,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-115.61858,38.6222000000001,130,REF320139,ELY,HC 34 BOX 34830 AND 65 MILES SW OF ELY ON HWY 6,ELY,NV,89049,NOT AVAILABLE,(801) 296-8211,VERY SMALL REFINERY,IN SERVICE,-999,NYE,32023,USA,38.6222,-115.61858,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,NOT AVAILABLE,FORELAND REFINING CORP,FORELAND REFINING CORP,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,2000,137,2000,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
-87.4394,31.1813700000001,131,REF010141,ATMORE,4745 ROSS ROAD,ATMORE,AL,36502,NOT AVAILABLE,(251) 294-5660,VERY SMALL TOPPING REFINERY,IN SERVICE,-999,ESCAMBIA,01053,USA,31.18137,-87.4394,324110,PETROLEUM REFINERIES,EIA-820,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.goodwayrefining.com,GOODWAY REFINING LLC,GOODWAY REFINING LLC,1000053238,100000211852,WITHIN 166 FEET,4100,135,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-120.51069,34.9303200000001,132,REF060142,SANTA MARIA ASPHALT REFINERY,1700 SINTON ROAD,SANTA MARIA,CA,93458,9708,(805) 347-8700,LARGE REFINERY,IN SERVICE,126,SANTA BARBARA,06083,USA,34.93032,-120.51069,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.greka.com,GREKA ENERGY,SANTA MARIA REFINING COMPANY,NOT AVAILABLE,110000481817,WITHIN 166 FEET,9500,128,9500,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
-75.2256,39.8461500000001,133,REF340143,PAULSBORO,4 PARADISE ROAD,PAULSBORO,NJ,08086,NOT AVAILABLE,(856) 224-7405,SPECIALIST ASPHALT REFINERY,CLOSED,80,GLOUCESTER,34015,USA,39.84615,-75.2256,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://axeonsp.com/,LINDSAY GOLDBERG LLC,AXEON SPECIALTY PRODUCTS LLC,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,74000,82,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000
-119.04671,35.3972400000001,134,REF060145,BAKERSFIELD,3542 SHELL ST,BAKERSFIELD,CA,93308,NOT AVAILABLE,(661) 852-2504,SMALL REFINERY,IN SERVICE,-999,KERN,06029,USA,35.39724,-119.04671,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.sjr.com,SAN JOAQUIN REFINING CO INC,SAN JOAQUIN REFINING CO INC,NOT AVAILABLE,NOT AVAILABLE,WITHIN 1 MILE,15000,121,15000,14300,0,5000,0,0,0,5400,0,0,1500,0,5800,0,4,0,6,8000
-118.23925,33.7976,135,REF060146,WILMINGTON ASPHALT PLANT,1651 S ALAMEDA STREET,WILMINGTON,CA,90744,NOT AVAILABLE,(562) 491-6890,SMALL ASPHALT REFINERY,IN SERVICE,-999,LOS ANGELES,06037,USA,33.7976,-118.23925,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.valero.com/en-us,VALERO ENERGY CORP,VALERO REFINING CO CALIFORNIA,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,6300,133,6300,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500
-122.98734,49.2933600000001,136,REFBC0147,BURNABY,5201 PENZANCE DRIVE AND 355 N WILLINGDON AVENUE,BURNABY,BC,V5C 1X4,NOT AVAILABLE,(604) 299-8580,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,250,NOT AVAILABLE,NOT APPLICABLE,CAN,49.29336,-122.98734,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.parkland.ca/en/,PARKLAND FUEL CORPORATION,PARKLAND FUEL CORPORATION,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,55000,-999,54721,11951,-999,0,17611,9749,0,45287,2830,0,-999,9749,0,0,-999,0,107,2201
-104.57294,50.4860200000001,137,REFSK0148,REGINA (CO-OP REFINERY COMPLEX),9 AVENUE N AND MCDONALD STREET,REGINA,SK,S4P 3A1,NOT AVAILABLE,(306) 721-5353,SMALL TOPPING REFINERY,IN SERVICE,800,NOT AVAILABLE,NOT APPLICABLE,CAN,50.48602,-104.57294,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.ccrl-fcl.ca,FEDERATED CO-OPERATIVES LIMITED (FCL),FCL CO-OP REFINERY COMPLEX,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,135000,-999,135231,37739,-999,8994,47803,9749,59124,69817,0,8806,-999,3994,0,0,-999,2422,2642,4403
-71.1931299999999,46.7588200000001,138,REFQC0149,JEAN GAULIN,165 CHEMIN DES ILES,LEVIS,QC,G6W 0S5,NOT AVAILABLE,(418) 837-3641,LARGE COMPLEX REFINERY,IN SERVICE,500,NOT AVAILABLE,NOT APPLICABLE,CAN,46.75882,-71.19313,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.valero.com,VALERO ENERGY CORPORATION,VALERO ENERGY INC,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,265000,-999,264990,48985,-999,0,69999,19002,0,251989,7667,0,-999,29097,0,0,-999,0,503,0
-82.41765,42.9516800000001,139,REFON0150,SARNIA,602 CHRISTINA STREET SOUTH,SARNIA,ON,N7T 5W3,NOT AVAILABLE,(519) 339-4015,MEDIUM TO LARGE COMPLEX REFINERY,IN SERVICE,392,NOT AVAILABLE,NOT APPLICABLE,CAN,42.95168,-82.41765,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.imperialoil.ca,IMPERIAL OIL,IMPERIAL OIL LTD,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,121000,-999,118997,31499,-999,25499,30499,37500,19498,88995,0,0,-999,0,0,0,-999,5346,1371,0
-66.0092,45.28335,140,REFNB0151,SAINT JOHN,340 LOCH LOMOND ROAD,SAINT JOHN,NB,E2J 3Z6,NOT AVAILABLE,(506) 202-4768,LARGE COMPLEX REFINERY,IN SERVICE,1400,NOT AVAILABLE,NOT APPLICABLE,CAN,45.28335,-66.0092,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.irvingoilcommercial.com,IRVING OIL,IRVING OIL,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,300000,-999,298766,109204,-999,19989,94957,38481,44978,154931,13995,0,-999,9995,0,0,-999,0,1591,0
-80.0477999999999,42.83385,141,REFON0152,NANTICOKE,225 CONCESSION 2 WALPOLE ROAD,NANTICOKE,ON,N0A 1L0,NOT AVAILABLE,(519) 339-4015,MEDIUM TO LARGE COMPLEX REFINERY,IN SERVICE,287,NOT AVAILABLE,NOT APPLICABLE,CAN,42.83385,-80.0478,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.imperialoil.ca,IMPERIAL OIL,IMPERIAL OIL LTD,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,112000,-999,113500,47998,-999,0,48501,33500,0,98995,12001,0,-999,0,0,0,-999,0,629,10001
-92.71255,33.36335,142,REF050154,SMACKOVER,484 E 6TH STREET,SMACKOVER,AR,71762,NOT AVAILABLE,(870) 866-1508,VERY SMALL SIMPLE REFINERY,IN SERVICE,-999,UNION,05139,USA,33.36335,-92.71255,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.themartincompanies.com,MARTIN RESOURCE MANAGEMENT GRP,CROSS OIL REFINING & MARKETING INC,1000050639,100000230038,WITHIN 166 FEET,7500,131,7500,3850,0,0,0,0,0,5500,0,0,0,0,5500,0,3,0,0,1000
-99.94061,25.5877,143,REFNL0155,CADEREYTA (ING. HECTOR R LARA SOSA),KM 36 AUTOPISTA REYNOSA-MONTERREY,CADEREYTA JIMENEZ,NL,NOT AVAILABLE,NOT AVAILABLE,(828) 269-0100,LARGE COMPLEX REFINERY,IN SERVICE,500,NOT AVAILABLE,NOT APPLICABLE,MEX,25.5877,-99.94061,324110,PETROLEUM REFINERIES,"EIA INTERNATIONAL; A BARREL FULL; HART ENERGY",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.ref.pemex.com,PEMEX,PETROLEOS MEXICANOS (PEMEX),NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,275000,-999,275000,137000,50000,0,65000,20000,0,86500,5900,0,0,12000,0,80000,60,0,480,20000
-82.4448599999999,42.9066800000001,144,REFON0156,CORUNNA (SARNIA MANUFACTURING CENTRE (SMC)),150 ST. CLAIR PARKWAY,CORUNNA,ON,N0N 1G0,NOT AVAILABLE,(519) 481-1100,MEDIUM COMPLEX REFINERY,IN SERVICE,350,NOT AVAILABLE,NOT APPLICABLE,CAN,42.90668,-82.44486,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.shell.ca,SHELL,SHELL OIL PRODUCTS CANADA,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,75000,-999,77000,25801,-999,5202,20498,20901,9800,20599,0,0,-999,0,0,0,-999,0,352,0
-79.6100299999999,43.5017800000001,145,REFON0157,PETRO-CANADA LUBRICANTS (CLARKSON),2310 LAKESHORE ROAD WEST,MISSISSAUGA,ON,L5J 1K2,NOT AVAILABLE,(905) 804-3600,LUBRICANTS PLANT/REFINERY,IN SERVICE,-999,NOT AVAILABLE,NOT APPLICABLE,CAN,43.50178,-79.61003,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.hollyfrontier.com,HOLLYFRONTIER CORP,HOLLYFRONTIER REFINING LLC,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,15600,-999,0,0,-999,0,0,8994,11951,0,0,0,-999,0,15599,0,-999,0,75,0
-73.52408,45.64297,146,REFQC0158,MONTREAL,11701 SHERBROOKE STREET EAST,MONTREAL,QC,H1B 1C3,NOT AVAILABLE,(514) 640-8000,MEDIUM COMPLEX REFINERY,IN SERVICE,400,NOT AVAILABLE,NOT APPLICABLE,CAN,45.64297,-73.52408,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.suncor.com,SUNCOR,SUNCOR ENERGY PRODUCTS PARTNERSHIP,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,137000,-999,136998,53998,-999,0,31996,36003,22002,121500,4000,899,-999,0,0,0,-999,0,0,30002
-82.43958,42.93098,147,REFON0159,SARNIA,1900 ST. CLAIR PARKWAY,SARNIA,ON,N7T 7H5,NOT AVAILABLE,(519) 337-2301,MEDIUM COMPLEX REFINERY,IN SERVICE,-999,NOT AVAILABLE,NOT APPLICABLE,CAN,42.93098,-82.43958,324110,PETROLEUM REFINERIES,CAPP,2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.suncor.com,SUNCOR,SUNCOR ENERGY PRODUCTS PARTNERSHIP,NOT APPLICABLE,NOT APPLICABLE,WITHIN 166 FEET,85000,-999,85001,26732,-999,0,16668,22958,32078,102096,5504,0,-999,0,0,0,-999,0,1132,0
-95.218204,29.7376760000001,148,REF480160,GALENA PARK SPLITTER,407 CLINTON DR,GALENA PARK,TX,77547,NOT AVAILABLE,(713) 420-5301,CONDENSATE SPLITTER,IN SERVICE,-999,HARRIS,48201,USA,29.737676,-95.218204,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.kindermorgan.com,KINDER MORGAN ENERGY PTNRS LP,KINDER MORGAN CRUDE & CONDENSATE,1000048337,100000225482,WITHIN 166 FEET,84000,78,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-97.507191,27.8179400000001,149,REF480161,CORPUS CHRISTI,7209 UP RIVER RD,CORPUS CHRISTI,TX,78409,NOT AVAILABLE,(800) 422-2825,CONDENSATE SPLITTER,IN SERVICE,-999,NUECES,48355,USA,27.81794,-97.507191,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.buckeye.com/,BUCKEYE PARTNERS LP,BUCKEYE TEXAS PROCESSING LLC,1000060277,100000227621,WITHIN 166 FEET,46250,100,46250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-97.4361689999999,27.809312,150,REF480162,CORPUS CHRISTI CONDENSATE SPLITTER,1802 POTH LN/15 COUNTRY CLUB DRIVE,CORPUS CHRISTI,TX,78408,NOT AVAILABLE,(361) 903-1100,CONDENSATE SPLITTER,IN SERVICE,-999,NUECES,48355,USA,27.809312,-97.436169,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.magellanlp.com/,MAGELLAN MIDSTREAM PARTNERS LP,MAGELLAN TERMINAL HOLDINGS LP,1000060844,100000234007,WITHIN 166 FEET,42500,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-95.122762,29.751112,151,REF480163,HOUSTON,1519 SOUTH SHELDON RD,HOUSTON,TX,77015,NOT AVAILABLE,(281) 695-9000,CRUDE OIL FRACTIONATION,IN SERVICE,-999,HARRIS,48201,USA,29.751112,-95.122762,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.petromaxrefining.com,PETROMAX REFINING CO LLC,PETROMAX REFINING CO LLC,1000050637,100000230083,WITHIN 166 FEET,25000,114,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-102.912698,46.8552980000001,152,REF380164,DICKINSON,3815 116TH AVE SW,DICKINSON,ND,58601,NOT AVAILABLE,(701) 250-1954,SMALL HIGHLY COMPLEX REFINERY,IN SERVICE,90,STARK,38089,USA,46.855298,-102.912698,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000047699,100000228032,WITHIN 166 FEET,20000,118,19500,0,0,0,0,0,0,8000,0,0,0,0,0,0,2,0,2,0
-93.14512,30.28776,153,REF220001,PELICAN - LAKE CHARLES,4646 LA HWY 3059 (OLD TOWN ROAD),LAKE CHARLES,LA,70615,NOT AVAILABLE,(225) 927-2258,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,CLOSED,45,CALCASIEU,22019,USA,30.28776,-93.14512,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2016/01/01 00:00:00+00,IMAGERY/OTHER,2016/03/10 00:00:00+00,http://pelican-refinery.com/,PELICAN REFINING COMPANY LLC,PELICAN REFINING COMPANY LLC,11099,100000085221,WITHIN 166 FEET,0,-999,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
-97.49173,27.8173800000001,155,REF480136,TRIGEANT PETROLEUM - CORPUS CHRISTI,6600 UP RIVER ROAD,CORPUS CHRISTI,TX,78409,NOT AVAILABLE,(832) 426-3302,ASPHALT REFINERY,CLOSED,-999,NUECES,48355,USA,27.81738,-97.49173,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2016/01/01 00:00:00+00,IMAGERY/OTHER,2016/03/10 00:00:00+00,http://www.pinoakcorpus.com/,BTB REFINING LLC (GRAVITY),TRIGEANT PETROLEUM LTD,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,0,-999,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000
-105.26072,43.0196500000001,156,REF560140,ANTELOPE REFINING - DOUGLAS,2070 STATE HIGHWAY 59,DOUGLAS,WY,82633,9724,(307) 358-5711,VERY SMALL SIMPLE REFINERY,CLOSED,-999,CONVERSE,56009,USA,43.01965,-105.26072,324110,PETROLEUM REFINERIES,EIA-820,2016/01/01 00:00:00+00,IMAGERY/OTHER,2016/03/10 00:00:00+00,http://www.genesisenergy.com/,GENESIS ENERGY LP,ANTELOPE REFINING LLC,NOT AVAILABLE,NOT AVAILABLE,WITHIN 166 FEET,3800,-999,3800,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-120.589539385,35.0387198350001,157,REF060165,SANTA MARIA,2555 WILLOW ROAD,ARROYO GRANDE,CA,93420,5731,(805) 343-1776,SMALL COMPLEX REFINERY,IN SERVICE,140,SAN LUIS OBISPO,06079,USA,35.0387198350001,-120.589539385,324110,PETROLEUM REFINERIES,"EPA-TRI, CALIFORNIA ENERGY COMMISSION",2020/06/02 00:00:00+00,IMAGERY/OTHER,2020/06/22 00:00:00+00,https://www.phillips66.com/,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000059994,100000137611,WITHIN 40 FEET,41800,-999,41800,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
